run_id,map,effective_map,demand,demand_vehicles,demand_start_time,demand_end_time,population_set,pop_seed,scenario,controller,flags,driver_profile,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_time_loss_s,mean_speed_mps,mean_co2_g,mean_fuel_g,planned_trips,completed_trips,unfinished_trips,censoring_rate,mp_switch_margin_count,mp_switch_max_green_count,mp_nmin_hold_step_count,mp_spillback_block_event_count,mp_spillback_release_event_count,mp_spillback_block_step_count,mp_platoon_extend_step_count,mp_fairness_positive_bonus_count,mp_fairness_bonus_sum,mp_super_mode_switch_count,mp_super_program0_to_mp_count,mp_super_mp_to_program0_count,mp_super_program0_step_count,mp_super_base_step_count,mp_super_lta_step_count,mp_super_nmin_step_count,mp_super_fair_step_count,mp_super_platoon_step_count,mp_super_safe_step_count,mp_super_load_sum,mp_super_imbalance_sum,mp_super_wait_imbalance_sum,mp_super_burstiness_sum,mp_super_platoon_sum,mp_super_downstream_sum
bologna__skewed__low__seed1__mp_fair_mu5_w20,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_fair_mu5_w20,mp,--fairness --fairness-mu 5.0 --fairness-w-half 20.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,267.3,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_fair_mu5_w20/vehicle_metrics.csv,1500,628.776667,1970.25,985.519333,2521.6,780.47392,7.366913,-1928762.412403,-1930482.216393,1500,1500,0,0.0,4121.0,1119.0,0.0,0.0,0.0,0.0,0.0,12740.0,32532.673059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_fair_mu3_w30,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_fair_mu3_w30,mp,--fairness --fairness-mu 3.0 --fairness-w-half 30.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,287.25,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_fair_mu3_w30/vehicle_metrics.csv,1500,696.628,2377.6,1067.380667,3006.15,862.063607,7.375244,-2202073.069376,-2203884.625461,1500,1500,0,0.0,3895.0,1083.0,0.0,0.0,0.0,0.0,0.0,14715.0,21629.868192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_downstream_b04,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_downstream_b04,mp,--downstream-penalty --downstream-beta 0.4 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,397.357,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_downstream_b04/vehicle_metrics.csv,1213,773.787304,3077.4,1144.1723,3851.0,945.03136,6.455379,-8779986.751182,-8781963.362884,1500,1213,287,19.133333,18663.0,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_downstream_b08,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_downstream_b08,mp,--downstream-penalty --downstream-beta 0.8 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,400.266,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_downstream_b08/vehicle_metrics.csv,1191,871.151973,3275.5,1243.08984,3957.5,1044.435088,6.051174,-8512915.160365,-8515008.253333,1500,1191,309,20.6,18968.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_super,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_super,mp,--super-router --super-load-ref 3.5 --super-low-load 0.42 --super-high-load 0.68 --super-imbalance-threshold 0.60 --super-wait-imbalance-threshold 0.60 --super-burstiness-threshold 0.55 --super-platoon-threshold 0.75 --super-downstream-threshold 0.97 --super-mode-streak 4 --super-nmin-load 0.78 --super-lta-gain 0.60 --super-lta-sat-flow 0.50 --super-nmin-alpha 1.20 --super-nmin-floor 4 --super-nmin-min-green 4.0 --super-nmin-demand-gain 0.40 --super-nmin-empty-release-seconds 1.5,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,499.319,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_super/vehicle_metrics.csv,1500,253.906667,541.05,605.195333,1111.2,401.72318,8.01591,-6507.202589,-7916.925948,1500,1500,0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,139.610569,372.0,163.0,163.0,870645.0,438.0,787.0,48.0,622.0,0.0,11.0,11372.595083,85401.912595,77650.928532,8926.678106,59.208333,10861.454074
bologna__skewed__low__seed1__mp_switch_eps1,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_switch_eps1,mp,--switch-epsilon 1.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,256.99,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_switch_eps1/vehicle_metrics.csv,1500,631.191333,1967.45,982.008667,2422.05,776.76786,7.184019,-2159256.494055,-2160978.012542,1500,1500,0,0.0,2695.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_switch_rel005,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_switch_rel005,mp,--switch-epsilon-rel 0.05,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,264.673,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_switch_rel005/vehicle_metrics.csv,1500,672.088,2099.0,1032.998667,2591.75,827.46218,7.214164,-2511384.526244,-2513146.122376,1500,1500,0,0.0,3663.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_program0,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_program0,mp,--program0-hybrid --program0-load-ref 3.5 --program0-enter-mp-load 0.60 --program0-exit-fixed-load 0.40 --program0-mode-streak 4,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,215.548,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_program0/vehicle_metrics.csv,1500,461.791333,1580.2,862.796,2280.2,658.198907,6.750542,-1195780.185221,-1197482.847758,1500,1500,0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_switch_rel010,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_switch_rel010,mp,--switch-epsilon-rel 0.10,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,277.25,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_switch_rel010/vehicle_metrics.csv,1500,668.381333,2152.65,1029.628667,2722.6,824.172627,7.257983,-2412591.153095,-2414358.932846,1500,1500,0,0.0,3673.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_platoon_x2,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_platoon_x2,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 2.0 --platoon-guard-occ 0.90,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,422.24,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_platoon_x2/vehicle_metrics.csv,1500,644.274,2108.2,994.086667,2577.05,788.815947,7.429917,-2195751.526774,-2197481.256164,1500,1500,0,0.0,3617.0,1133.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_base,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_base,mp,,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,310.493,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_base/vehicle_metrics.csv,1481,735.158677,2237.0,1123.704929,2958.0,917.551634,7.01204,-3396755.711162,-3398665.944169,1500,1481,19,1.266667,3368.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_spillback_on85_off70,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_spillback_on85_off70,mp,--spillback --spillback-on 0.85 --spillback-off 0.70 --spillback-min-halts 2 --spillback-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,460.549,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_spillback_on85_off70/vehicle_metrics.csv,1500,664.654667,2062.2,1027.991333,2610.1,822.701893,7.20106,-2210723.116483,-2212494.014331,1500,1500,0,0.0,3601.0,1107.0,0.0,43.0,43.0,5164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_spillback_on90_off80,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_spillback_on90_off80,mp,--spillback --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,478.806,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_spillback_on90_off80/vehicle_metrics.csv,1500,646.634,1963.9,1008.517333,2483.05,803.259287,7.239626,-2173547.784994,-2175286.372334,1500,1500,0,0.0,3662.0,1125.0,0.0,17.0,17.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_platoon_x4,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_platoon_x4,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 4.0 --platoon-guard-occ 0.90,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_skewed_low_seed1.yaml,ok,439.905,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__skewed__low__seed1__mp_platoon_x4/vehicle_metrics.csv,1500,560.870667,1779.15,913.071333,2310.9,707.971727,7.674482,-1989708.989933,-1991360.349382,1500,1500,0,0.0,3608.0,1050.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_lta_g040_sf050,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_lta_g040_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.40,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,312.289,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_lta_g040_sf050/vehicle_metrics.csv,1496,754.58623,2430.5,1136.760027,3054.25,930.300455,6.854736,-3591628.759152,-3593538.917001,1500,1496,4,0.266667,2495.0,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_lta_g060_sf050,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_lta_g060_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.60,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,289.379,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_lta_g060_sf050/vehicle_metrics.csv,1500,702.983333,2213.2,1083.764667,2928.4,877.9879,6.952195,-2639395.948059,-2641239.913802,1500,1500,0,0.0,1662.0,1793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__fixed_program0,bologna,bologna,low,1500,0.0,3600.0,peak,1,fixed_program0,fixed,--fixed-program-id 0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,69.51,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__fixed_program0/vehicle_metrics.csv,1494,698.902276,2847.05,1117.52008,3618.3,913.171526,6.249264,-1492010.355663,-1493967.059126,1500,1494,6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_nmin_a120_f4,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_nmin_a120_f4,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 1.20 --nmin-floor 4 --nmin-min-green 4.0 --nmin-demand-gain 0.40 --nmin-empty-release-seconds 1.5,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,308.164,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_nmin_a120_f4/vehicle_metrics.csv,1500,830.31,2761.75,1226.935333,3463.15,1020.13268,6.75111,-3817379.999293,-3819405.877514,1500,1500,0,0.0,3637.0,942.0,6070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_nmin_a080_f2,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_nmin_a080_f2,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 0.80 --nmin-floor 2 --nmin-min-green 4.0 --nmin-demand-gain 0.25 --nmin-empty-release-seconds 1.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,314.61,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_nmin_a080_f2/vehicle_metrics.csv,1469,738.855003,2268.4,1135.695711,2950.2,929.329176,6.778722,-3607225.046276,-3609158.815105,1500,1469,31,2.066667,3803.0,928.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__fixed_tuned,bologna,bologna,low,1500,0.0,3600.0,peak,1,fixed_tuned,fixed,--fixed-program-id 0 --fixed-main-green-seconds 30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,68.169,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__fixed_tuned/vehicle_metrics.csv,1496,727.909091,2627.5,1149.546791,3445.5,945.785702,5.501836,-555432.608847,-557443.055167,1500,1496,4,0.266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_fair_mu3_w30,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_fair_mu3_w30,mp,--fairness --fairness-mu 3.0 --fairness-w-half 30.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,291.527,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_fair_mu3_w30/vehicle_metrics.csv,1500,745.916,2239.6,1133.496667,2895.95,928.120273,6.792343,-2199070.153711,-2200976.156538,1500,1500,0,0.0,3601.0,946.0,0.0,0.0,0.0,0.0,0.0,15051.0,22748.579292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_fair_mu5_w20,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_fair_mu5_w20,mp,--fairness --fairness-mu 5.0 --fairness-w-half 20.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,281.095,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_fair_mu5_w20/vehicle_metrics.csv,1500,734.720667,2144.5,1122.659333,2841.2,916.243027,6.779356,-3338688.535055,-3340580.776904,1500,1500,0,0.0,3616.0,907.0,0.0,0.0,0.0,0.0,0.0,14015.0,38812.679074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_downstream_b04,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_downstream_b04,mp,--downstream-penalty --downstream-beta 0.4 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,389.951,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_downstream_b04/vehicle_metrics.csv,1218,914.44335,3432.9,1309.666667,4264.0,1112.555755,5.90225,-6898613.545864,-6900732.364596,1500,1218,282,18.8,17251.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_super,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_super,mp,--super-router --super-load-ref 3.5 --super-low-load 0.42 --super-high-load 0.68 --super-imbalance-threshold 0.60 --super-wait-imbalance-threshold 0.60 --super-burstiness-threshold 0.55 --super-platoon-threshold 0.75 --super-downstream-threshold 0.97 --super-mode-streak 4 --super-nmin-load 0.78 --super-lta-gain 0.60 --super-lta-sat-flow 0.50 --super-nmin-alpha 1.20 --super-nmin-floor 4 --super-nmin-min-green 4.0 --super-nmin-demand-gain 0.40 --super-nmin-empty-release-seconds 1.5,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,516.591,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_super/vehicle_metrics.csv,1500,408.256667,1242.1,815.458667,1972.15,611.543013,6.846822,-437070.805542,-438727.363807,1500,1500,0,0.0,288.0,0.0,0.0,2.0,0.0,12.0,0.0,50.0,84.278838,742.0,314.0,314.0,901084.0,1223.0,2142.0,128.0,415.0,0.0,17.0,12858.149171,80344.117445,70954.521691,8444.81087,106.958333,12996.457272
bologna__peak__low__seed1__mp_downstream_b08,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_downstream_b08,mp,--downstream-penalty --downstream-beta 0.8 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,384.154,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_downstream_b08/vehicle_metrics.csv,1189,901.215307,3322.8,1287.454163,4032.2,1089.496863,5.973129,-8887572.484347,-8889658.253394,1500,1189,311,20.733333,17421.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_switch_eps1,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_switch_eps1,mp,--switch-epsilon 1.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,271.707,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_switch_eps1/vehicle_metrics.csv,1500,783.818,2579.25,1158.472667,3220.4,951.773153,6.914612,-3725190.453231,-3727113.183346,1500,1500,0,0.0,2522.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_switch_rel005,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_switch_rel005,mp,--switch-epsilon-rel 0.05,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,285.424,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_switch_rel005/vehicle_metrics.csv,1481,735.158677,2237.0,1123.704929,2958.0,917.551634,7.01204,-3396755.711162,-3398665.944169,1500,1481,19,1.266667,3368.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_switch_rel010,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_switch_rel010,mp,--switch-epsilon-rel 0.10,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,275.053,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_switch_rel010/vehicle_metrics.csv,1500,764.562667,2328.05,1150.857333,3008.45,944.45138,6.936947,-3359406.927606,-3361326.608744,1500,1500,0,0.0,3342.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_spillback_on90_off80,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_spillback_on90_off80,mp,--spillback --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/populations/bologna_peak_low_seed1.yaml,ok,481.392,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0024_20260527_122000/runs/bologna__peak__low__seed1__mp_spillback_on90_off80/vehicle_metrics.csv,1500,727.879333,2250.1,1117.237333,2912.9,911.21518,6.963211,-2909915.138001,-2911802.283515,1500,1500,0,0.0,3297.0,923.0,0.0,32.0,32.0,2622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
